Num: 1, Type: single, Nights: 1, Cost: 100, Total: 100.00, Name: A, Reservation: 40000, Reserved: true
Num: 51, Type: single, Nights: 11, Cost: 90, Total: 990.00, Name: Jani Oc, Reservation: 56591, Reserved: true
Num: 52, Type: single, Nights: 11, Cost: 90, Total: 990.00, Name: Jani Oc, Reservation: 56592, Reserved: true
Num: 53, Type: single, Nights: 11, Cost: 90, Total: 990.00, Name: Jani Oc, Reservation: 56593, Reserved: true
Num: 54, Type: single, Nights: 11, Cost: 90, Total: 990.00, Name: Jani O Co, Reservation: 56594, Reserved: true
Num: 55, Type: single, Nights: 11, Cost: 90, Total: 990.00, Name: Jani O Co, Reservation: 56595, Reserved: true
Num: 56, Type: single, Nights: 11, Cost: 90, Total: 990.00, Name: Jani O Co, Reservation: 56596, Reserved: true
Num: 57, Type: single, Nights: 11, Cost: 90, Total: 990.00, Name: Jani O Con, Reservation: 56597, Reserved: true
Num: 58, Type: single, Nights: 11, Cost: 90, Total: 990.00, Name: Jani O Con, Reservation: 56598, Reserved: true
Num: 59, Type: single, Nights: 11, Cost: 90, Total: 990.00, Name: Jani O Con, Reservation: 56599, Reserved: true
Num: 60, Type: single, Nights: 11, Cost: 90, Total: 990.00, Name: Jani O, Reservation: 56600, Reserved: true
Num: 61, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10001, Reserved: true
Num: 62, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10000, Reserved: true
Num: 63, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10002, Reserved: true
Num: 64, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10003, Reserved: true
Num: 65, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10004, Reserved: true
Num: 66, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10005, Reserved: true
Num: 67, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10006, Reserved: true
Num: 68, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10008, Reserved: true
Num: 69, Type: double, Nights: 0, Cost: 150, Total: 0, Name: null, Reservation: 0, Reserved: false
Num: 70, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10009, Reserved: true
Num: 71, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10011, Reserved: true
Num: 72, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10010, Reserved: true
Num: 73, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10012, Reserved: true
Num: 74, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10013, Reserved: true
Num: 75, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10014, Reserved: true
Num: 66, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10015, Reserved: true
Num: 77, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10016, Reserved: true
Num: 78, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10017, Reserved: true
Num: 79, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10018, Reserved: true
Num: 80, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10019, Reserved: true
Num: 81, Type: double, Nights: 0, Cost: 150, Total: 0, Name: null, Reservation: 0, Reserved: false
Num: 82, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10020, Reserved: true
Num: 83, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10022, Reserved: true
Num: 84, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10023, Reserved: true
Num: 85, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10024, Reserved: true
Num: 86, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10025, Reserved: true
Num: 87, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10026, Reserved: true
Num: 88, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10027, Reserved: true
Num: 89, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10021, Reserved: true
Num: 90, Type: double, Nights: 10, Cost: 150, Total: 1500.00, Name: Bob, Reservation: 10029, Reserved: true
Num: 91, Type: double, Nights: 10, Cost: 140, Total: 1400.00, Name: Clyde, Reservation: 11111, Reserved: true
Num: 92, Type: double, Nights: 10, Cost: 140, Total: 1400.00, Name: Clyde, Reservation: 22222, Reserved: true
Num: 93, Type: double, Nights: 10, Cost: 140, Total: 1400.00, Name: Clyde, Reservation: 33333, Reserved: true
Num: 94, Type: double, Nights: 10, Cost: 140, Total: 1400.00, Name: Clyde, Reservation: 44444, Reserved: true
Num: 95, Type: double, Nights: 10, Cost: 140, Total: 1400.00, Name: Clyde, Reservation: 55555, Reserved: true
Num: 96, Type: double, Nights: 10, Cost: 140, Total: 1400.00, Name: Clyde, Reservation: 66666, Reserved: true
Num: 97, Type: double, Nights: 10, Cost: 140, Total: 1400.00, Name: Clyde, Reservation: 77777, Reserved: true
Num: 98, Type: double, Nights: 10, Cost: 140, Total: 1400.00, Name: Clyde, Reservation: 88888, Reserved: true
Num: 99, Type: double, Nights: 0, Cost: 140, Total: 0.00, Name: null, Reservation: 0, Reserved: false
Num: 100, Type: double, Nights: 0, Cost: 140, Total: 0.00, Name: null, Reservation: 0, Reserved: false
